MSOA_Code,Obesity_Rate
E02000002,0.14681106337736735
E02000003,0.13669676012860793
E02000004,0.16008383503900026
E02000005,0.12646778945153417
E02000007,0.17831244518884823
E02000008,0.1574151850932363
E02000009,0.14921919945617199
E02000010,0.11539766256448758
E02000011,0.1277919321684634
E02000012,0.12484038338446876
E02000013,0.14051770198441618
E02000014,0.18382124210522396
E02000015,0.14892866915524244
E02000016,0.16314705557703882
E02000017,0.12596771412616045
E02000018,0.1554158324121924
E02000019,0.1714293636340336
E02000020,0.16064926211865954
E02000021,0.19751776436686028
E02000022,0.19602296727803656
E02000023,0.177221554261068
E02006799,0.1395058719960999
E02000024,0.05950437580153342
E02000025,0.10375826920026938
E02000026,0.12977500867281905
E02000027,0.09964405553009918
E02000028,0.07298683530833103
E02000029,0.10554156853646232
E02000030,0.07088931861160713
E02000031,0.12351140820139195
E02000032,0.09995901714009532
E02000033,0.1376781202130876
E02000034,0.0863315135153791
E02000035,0.11449893927353062
E02000036,0.15627310564834085
E02000037,0.11664305911838195
E02000038,0.1174759556345791
E02000039,0.09467116578926615
E02000040,0.1491313436630451
E02000041,0.12504413931657785
E02000042,0.11520448832714082
E02000043,0.06602468401992259
E02000044,0.14435891043163102
E02000045,0.12569832237214482
E02000046,0.07672169053362536
E02000047,0.14061853088119328
E02000048,0.09832683755911942
E02000049,0.15512258670376544
E02000050,0.10060968498325078
E02000051,0.102164429368149
E02000052,0.07519461625010446
E02000053,0.13077431444236898
E02000054,0.10051498620944682
E02000055,0.06082833937720866
E02000056,0.0727725273433126
E02000057,0.09208860203808944
E02000058,0.07297172741505518
E02000059,0.1131402993959975
E02000060,0.09839683631429114
E02000061,0.08919521521692075
E02000062,0.12937322526195413
E02000063,0.13357078143478412
E02000064,0.16368422731629953
E02000065,0.20792791213433942
E02000066,0.16308871508210188
E02000067,0.13729996951467274
E02000068,0.1646385853653546
E02000069,0.16787667963788097
E02000070,0.18319132774342564
E02000071,0.1131726704685299
E02000072,0.18131456926209147
E02000073,0.11072591541489914
E02000074,0.1327075555131946
E02000075,0.07138519810000328
E02000077,0.12246633336669778
E02000078,0.12112167704640169
E02000079,0.11242695953305114
E02000080,0.14379043871782635
E02000081,0.12308327871125177
E02000082,0.10710770431091282
E02000083,0.12574322229538473
E02000084,0.10567661512123215
E02000085,0.1499082283381646
E02000086,0.09223613767380942
E02000087,0.1075801920610929
E02000088,0.11152523445548604
E02000089,0.09507339438393504
E02000090,0.1211049376991504
E02000091,0.11102967760670499
E02000092,0.19256698803112113
E02006785,0.12390174122190734
E02000093,0.10672939938998159
E02000094,0.14256682685816646
E02000095,0.09469132261113584
E02000096,0.04949196525454346
E02000097,0.09571032972202119
E02000098,0.10420484829838106
E02000099,0.14386526575306469
E02000100,0.11639431325623542
E02000101,0.13092787855263388
E02000102,0.1621639518816407
E02000103,0.15693771743412502
E02000104,0.12399722226591758
E02000105,0.12505375938008564
E02000106,0.17275812915997296
E02000107,0.14085755402025155
E02000108,0.10924393437102548
E02000109,0.13724029541226554
E02000110,0.16761870089224037
E02000111,0.08501306939362221
E02000112,0.15006987603655575
E02000113,0.20499222805207304
E02000114,0.15132207977514192
E02000115,0.15500659012169204
E02000116,0.1767701787080553
E02000117,0.18478932518162794
E02000118,0.09420385403225814
E02000119,0.16859146083342713
E02000120,0.08567928067306808
E02000121,0.0931095889764326
E02000122,0.09789228541070735
E02000123,0.15491118808160212
E02000124,0.09696907175669543
E02000125,0.136403654354704
E02000126,0.18437846813713285
E02000127,0.1450470454538536
E02000128,0.07090216666039817
E02000130,0.08624644796635754
E02000131,0.0815071428417679
E02000132,0.12339085667749689
E02000133,0.07184647209899259
E02000134,0.08178418649080474
E02000135,0.18940119529993124
E02000136,0.10426366470545363
E02000137,0.06671988648452523
E02000138,0.08059735175193904
E02000139,0.06977667341544808
E02000140,0.12054066202031648
E02000141,0.12036496838593629
E02000142,0.0706040904657084
E02000144,0.06082937456132126
E02000145,0.1075353720438769
E02000146,0.08224100240664803
E02000147,0.0414560772173308
E02000148,0.0889859154787966
E02000149,0.08858973557691588
E02000150,0.0560388581702007
E02000151,0.07523026217302936
E02000152,0.13836508806771444
E02000153,0.0832459679105811
E02000154,0.07712997012951021
E02000155,0.11462823178668784
E02000156,0.08380850616523797
E02000157,0.04593691914430107
E02000158,0.11913176765814809
E02000159,0.11305597766663067
E02000160,0.08553591710915291
E02000161,0.06783126141056545
E02000162,0.06706109662974111
E02000163,0.04088859360299739
E02000165,0.10962037521280578
E02006782,0.14629213945210967
E02006787,0.094336675023087
E02006789,0.09287944944747276
E02000166,0.07029432669374988
E02000167,
E02000168,0.0620690955737635
E02000169,
E02000170,
E02000171,0.08923793020692952
E02000172,0.13324628835050895
E02000173,0.06869525923568087
E02000174,0.09859926323960616
E02000175,0.07747277453160341
E02000176,
E02000177,0.15930696897920776
E02000178,0.13878946668641515
E02000179,0.11462408535652403
E02000180,0.07570456159170774
E02000181,0.16212930277906923
E02000182,0.13203584374510466
E02000183,0.1456647537160088
E02000184,0.10597145022433832
E02000185,0.13818753894811678
E02000186,0.10419174319449086
E02000187,0.15885965691443357
E02000188,0.14970190946968287
E02000189,0.1385881697595079
E02000190,0.08155353704411822
E02000191,0.18427166822800745
E02000192,0.07526457747017785
E02000193,0.13939535189013783
E02000194,0.1267564590731233
E02000195,0.10693462940009203
E02000196,0.1081937576962567
E02000197,0.14867536767653258
E02000198,0.15154028679173226
E02000199,0.15736027267778904
E02000200,0.13665735846518748
E02000201,0.13828588009009352
E02000202,0.16605887794459606
E02000203,0.14375013611826382
E02000204,0.14783703142260704
E02000206,0.14735505211328548
E02000207,0.1670604592638021
E02000208,0.160469594636838
E02000209,0.1253188886218858
E02000210,0.09617773008317994
E02000211,0.09395358523316864
E02000212,0.11488109145205873
E02000213,0.16060989960106198
E02000214,0.10127809711324905
E02000215,0.13826943823648286
E02000216,0.10177355264679468
E02000217,0.13972488542730696
E02000218,0.12248410583924038
E02000219,0.09372861138541974
E02000220,0.12684076044752543
E02000221,0.11853147943761269
E02000222,0.10932296300054636
E02000223,0.16298706633660404
E02000224,0.09105694220540497
E02000225,0.1309606057279909
E02000226,0.101855062223793
E02000227,0.12083259293227966
E02000228,0.06754372576525844
E02000229,0.14765075506024622
E02000230,0.08046770325376594
E02000231,0.11265602737093446
E02000232,0.11299321079604852
E02000233,0.06658576057352208
E02000234,0.08677948196843116
E02000235,0.07163542870046602
E02000236,0.09591670250966908
E02000237,0.10804775198155679
E02006788,0.1412380461773686
E02000238,0.1001973753045797
E02000239,0.10148413626409523
E02000240,0.13638094467110495
E02000241,0.1332675317153829
E02000242,0.15331646160499052
E02000243,0.09228334987470087
E02000244,0.11907735210107864
E02000245,0.1577687097213518
E02000246,0.15257157788099232
E02000247,0.17002952879500371
E02000248,0.0932336028020468
E02000249,0.12665808614016197
E02000250,0.07362028128863768
E02000251,0.1812229434731103
E02000252,0.16890223312274957
E02000253,0.14092988100890197
E02000254,0.13437546868090663
E02000255,0.14102413805804428
E02000256,
E02000257,0.07585400105502871
E02000258,0.1286855609749452
E02000259,0.0947827055453177
E02000260,0.12124136297055532
E02000261,0.1050521454876768
E02000262,0.11687698966587053
E02000263,0.16259834361005368
E02000264,0.145660490755804
E02000265,0.12966178825238525
E02000266,0.16127319831913084
E02000267,0.1000828707184406
E02000268,0.09975884785494839
E02000269,0.059808763255247345
E02000270,0.13628424016570861
E02000271,
E02000272,0.10373119063491765
E02000274,0.1637552843073613
E02000275,0.11404577911485063
E02000276,0.04715188451321068
E02006791,0.11777484987719575
E02000277,0.1923962856856972
E02000278,0.16898214336328357
E02000279,0.17658047247606493
E02000280,0.12641587630363574
E02000281,0.16750136650394068
E02000282,0.16507837195260242
E02000283,0.19920505102757513
E02000284,0.08437333730064221
E02000285,0.16437886090569848
E02000286,0.10005383709558484
E02000287,0.10536496666916133
E02000288,0.16769512934725161
E02000289,0.10492059484373986
E02000290,0.17506314192403477
E02000291,0.15340256842390573
E02000292,0.13432208338013207
E02000293,0.04773292405393251
E02000294,0.17429564659644173
E02000295,0.10801890898631249
E02000296,0.12271147018551537
E02000297,0.13475265809478879
E02000298,0.05548414158000267
E02000299,0.14563225462982715
E02000300,0.16257267374788048
E02000301,0.158305583684902
E02000302,0.11520533732865659
E02000303,0.18639400965461572
E02000304,0.08569190160289478
E02000305,0.08030104163915264
E02000306,0.213053664868349
E02000307,0.17829050352670783
E02000308,0.12875105273946355
E02000309,0.16460160083800507
E02000311,0.13849699547300523
E02000312,0.082093325613063
E02006793,0.16660186705094232
E02000313,0.21540164147543844
E02000314,0.20162557453660243
E02000315,0.19224756150351738
E02000316,0.18259448503851278
E02000317,0.16471539625941112
E02000318,0.17357424735972693
E02000319,0.14943577925373422
E02000320,0.1929934519079227
E02000321,0.1870097345297202
E02000323,0.17723115694004357
E02000324,0.14945893684635025
E02000326,0.14310779143005573
E02000327,0.1502384130271495
E02000328,0.06535909588474104
E02000329,0.1337459845074481
E02000331,0.14890652472421131
E02000332,0.15080238096669557
E02000333,0.0988651352531349
E02000334,0.1009901091692054
E02000335,0.07674733402636084
E02000337,0.14155713385796545
E02000339,0.095016336013635
E02000340,0.13168193046300894
E02000341,0.1659240118185649
E02000342,0.1421608595162795
E02000343,0.14736667908602283
E02000344,0.09862254231218884
E02006786,0.14831039660330617
E02006927,0.11837509972955013
E02006928,0.15676074120402855
E02006929,0.11871923336739916
E02006930,0.05186005425330539
E02006931,0.10770252783734885
E02000345,0.12945376403176742
E02000346,0.2398816625261943
E02000347,0.15424868059830213
E02000348,0.1479079242234034
E02000350,0.09997996000109478
E02000351,0.11889238652984004
E02000352,0.0980448153313837
E02000353,0.09696426644494202
E02000354,0.13078582851563472
E02000355,0.06875578567655531
E02000356,0.08865526192698499
E02000357,0.1785844306320539
E02000358,0.1423068468426246
E02000359,0.15341562590499402
E02000360,0.166894740874738
E02000361,0.2096035110859151
E02000362,0.17214252548014433
E02000363,0.17092355825740008
E02000364,0.12031488788355561
E02000365,0.14624143875502502
E02000366,0.19000838266625716
E02000367,0.16252828587749454
E02000368,0.12260892670234083
E02000369,0.1732939981020079
E02000370,0.154893182937889
E02000371,0.19021956769716827
E02006918,0.1777237828198697
E02006921,0.16623767244945825
E02000372,0.14588434964549987
E02000373,0.12557317352299074
E02000374,0.10060270039490662
E02000375,0.11127533658205047
E02000376,0.12520908013471982
E02000377,0.08724964703483618
E02000378,0.08946821978141851
E02000379,0.1286044240998255
E02000380,0.04906695701751408
E02000381,0.057041440902613615
E02000382,0.09617792163384468
E02000383,0.170801499720844
E02000384,0.1305304566026166
E02000385,
E02000386,0.10343156661162814
E02000387,0.13866938716306804
E02000388,0.09419604001012949
E02000389,0.12121272206746225
E02000390,0.09687774224922795
E02000391,0.13364146584881822
E02000392,0.15628221973645434
E02000393,0.13860931708006383
E02000394,0.15972516755057883
E02000395,
E02000396,0.16323369577661442
E02000397,0.14649790560342038
E02000398,0.22078134061637697
E02000400,0.07778940403538927
E02000401,0.18491087651696486
E02000402,0.17958683480270524
E02000403,0.13916052623306369
E02000404,0.14236451522278543
E02000405,0.05361962586934592
E02000406,0.15811249145003728
E02000407,0.16111387542020147
E02000408,0.17860831611462807
E02000409,0.18761384496072173
E02000410,
E02000411,0.18738555783625374
E02000412,0.14755579351562836
E02000413,0.05704790916158663
E02000414,0.16304830627143443
E02000415,0.11454979298176539
E02000416,0.09031130752921183
E02000417,
E02000418,0.04477061292947443
E02000419,0.10656578337334835
E02000420,0.16887400169639386
E02000421,0.15179055662204366
E02000422,0.12125186149714348
E02000423,0.1295265229869242
E02000424,0.06130888524740688
E02000425,0.14243750024951085
E02000426,0.05374619225139972
E02000427,0.06904684820315728
E02000428,0.11581268251211473
E02000429,0.04257303785514939
